Symbols,AAPL,MSFT,TSLA,AMZN
AAPL,0.0004928793683251541,0.00027576698788999663,0.0005030700210668801,0.0003074269399143767
MSFT,0.00027576698788999663,0.00030879199218853537,0.0004038817449847509,0.0002585764527291537
TSLA,0.0005030700210668801,0.0004038817449847509,0.0021129060200251373,0.00044265540319871164
AMZN,0.0003074269399143767,0.0002585764527291537,0.00044265540319871164,0.00039142960656845334
